Date,PM2.5 Mean
2021-06-29,22.26029411764706
2021-06-30,22.2875
2021-07-01,22.31470588235294
2021-07-02,22.34191176470588
2021-07-03,22.36911764705882
2021-07-04,22.396323529411763
2021-07-05,22.423529411764704
2021-07-06,22.450735294117646
2021-07-07,22.477941176470587
2021-07-08,22.50514705882353
2021-07-09,22.53235294117647
2021-07-10,22.55955882352941
2021-07-11,22.586764705882352
2021-07-12,22.613970588235293
2021-07-13,22.641176470588235
2021-07-14,22.668382352941176
2021-07-15,22.695588235294117
2021-07-16,22.72279411764706
2021-07-17,22.75
2021-07-18,22.77720588235294
2021-07-19,22.804411764705883
2021-07-20,22.831617647058824
2021-07-21,22.858823529411765
2021-07-22,22.886029411764707
2021-07-23,22.913235294117648
2021-07-24,22.94044117647059
2021-07-25,22.96764705882353
2021-07-26,22.99485294117647
2021-07-27,23.022058823529413
2021-07-28,23.049264705882354
2021-07-29,23.076470588235296
2021-07-30,23.103676470588237
2021-07-31,23.13088235294118
2021-08-01,23.15808823529412
2021-08-02,23.18529411764706
2021-08-03,23.212500000000002
2021-08-04,23.23970588235294
2021-08-05,23.26691176470588
2021-08-06,23.294117647058822
2021-08-07,23.321323529411764
2021-08-08,23.348529411764705
2021-08-09,23.375735294117646
2021-08-10,23.402941176470588
2021-08-11,23.43014705882353
2021-08-12,23.45735294117647
2021-08-13,23.48455882352941
2021-08-14,23.511764705882353
2021-08-15,23.538970588235294
2021-08-16,23.566176470588236
2021-08-17,23.593382352941177
2021-08-18,23.620588235294118
2021-08-19,23.64779411764706
2021-08-20,23.675
2021-08-21,23.702205882352942
2021-08-22,23.729411764705883
2021-08-23,23.756617647058825
2021-08-24,23.783823529411766
2021-08-25,23.811029411764707
2021-08-26,23.83823529411765
2021-08-27,23.86544117647059
2021-08-28,23.89264705882353
2021-08-29,23.919852941176472
2021-08-30,23.947058823529414
2021-08-31,23.974264705882355
2021-09-01,24.001470588235296
2021-09-02,24.028676470588238
2021-09-03,24.05588235294118
2021-09-04,24.08308823529412
2021-09-05,24.11029411764706
2021-09-06,24.137500000000003
2021-09-07,24.16470588235294
2021-09-08,24.191911764705882
2021-09-09,24.219117647058823
2021-09-10,24.246323529411764
2021-09-11,24.273529411764706
2021-09-12,24.300735294117647
2021-09-13,24.32794117647059
2021-09-14,24.35514705882353
2021-09-15,24.38235294117647
2021-09-16,24.409558823529412
2021-09-17,24.436764705882354
2021-09-18,24.463970588235295
2021-09-19,24.491176470588236
2021-09-20,24.518382352941178
2021-09-21,24.54558823529412
2021-09-22,24.57279411764706
2021-09-23,24.6
2021-09-24,26.8
2021-09-25,23.0
2021-09-26,19.4
2021-09-27,18.5
2021-09-28,33.2
2021-09-29,50.1
2021-09-30,44.9
2021-10-01,16.7
2021-10-02,45.8
2021-10-03,5.33
2021-10-04,5.33
2021-10-05,8.58
2021-10-06,9.21
2021-10-07,11.7
2021-10-08,23.0
2021-10-09,35.9
2021-10-10,6.5
2021-10-11,13.5
2021-10-12,14.8
2021-10-13,35.3
2021-10-14,27.3
2021-10-15,9.79
2021-10-16,7.04
2021-10-17,20.6
2021-10-18,40.6
2021-10-19,7.46
2021-10-20,26.3
2021-10-21,16.8
2021-10-22,11.7
2021-10-23,33.9
2021-10-24,79.3
2021-10-25,131.0
2021-10-26,57.2
2021-10-27,10.5
2021-10-28,26.1
2021-10-29,40.5
2021-10-30,98.3
2021-10-31,27.8
2021-11-01,55.2
2021-11-02,66.8
2021-11-03,100.0
2021-11-04,142.0
2021-11-05,167.0
2021-11-06,110.0
2021-11-07,5.29
2021-11-08,4.13
2021-11-09,3.33
2021-11-10,3.5
2021-11-11,3.75
2021-11-12,13.8
2021-11-13,20.0
2021-11-14,20.4
2021-11-15,29.0
2021-11-16,46.3
2021-11-17,87.9
2021-11-18,119.0
2021-11-19,13.7
2021-11-20,26.6
2021-11-21,31.0
2021-11-22,31.18828125
